student_id,age,gender,attendance_rate,avg_test_score,assignments_submitted_pct,family_income_level,parental_education,study_hours_per_week,extracurricular,previous_semester_gpa,lms_login_frequency_per_week,dropout_risk
STU1308,18,Female,58.63,62.14,58.72,Medium,Postgraduate,22.07,No,2.97,2,1
STU1309,25,Female,84.41,87.54,69.5,Medium,Secondary,17.59,Yes,3.43,8,0
STU1310,24,Male,53.03,74.97,81.19,Low,Secondary,4.31,No,1.0,3,1
STU1311,23,Male,100.0,58.66,78.27,Medium,None,11.19,No,3.41,5,0
STU1312,25,Female,70.9,73.8,65.78,Low,Secondary,14.97,Yes,4.0,7,0
STU1313,20,Female,77.54,42.22,83.33,Medium,Graduate,6.88,Yes,1.51,2,1
STU1314,20,Female,67.79,69.45,59.58,Medium,None,3.17,No,2.55,1,0
STU1315,17,Female,64.47,38.01,50.54,Medium,Secondary,10.51,No,2.63,12,1
STU1316,24,Female,89.06,47.28,80.9,High,Graduate,9.2,Yes,2.89,2,0
STU1317,19,Male,75.62,75.52,51.03,Medium,Graduate,5.43,Yes,2.94,9,0
STU1318,23,Female,78.64,16.94,80.6,Medium,None,16.18,Yes,2.06,4,1
STU1319,18,Male,62.94,97.45,35.91,Low,None,3.56,Yes,2.63,3,0
STU1320,18,Female,90.84,80.02,60.5,High,None,9.46,No,4.0,4,0
STU1321,23,Male,92.37,31.91,68.45,Medium,Postgraduate,10.91,No,2.92,4,0
STU1322,22,Female,74.87,100.0,42.87,Medium,Graduate,11.54,Yes,2.89,9,0
STU1323,19,Female,97.02,100.0,67.55,Low,Graduate,15.65,Yes,2.03,7,0
STU1324,25,Male,76.44,61.75,98.7,Medium,Postgraduate,8.8,Yes,3.67,4,0
STU1325,22,Male,89.7,48.32,49.59,Low,Secondary,0.0,No,2.43,0,1
STU1326,22,Female,53.66,95.35,68.09,Medium,Secondary,8.07,No,0.96,5,0
STU1327,17,Female,83.3,58.81,100.0,High,Secondary,13.63,Yes,2.94,5,0
STU1328,20,Female,73.93,67.9,53.76,Medium,Graduate,9.28,No,3.17,8,1
STU1329,22,Female,80.33,86.91,100.0,Medium,Graduate,9.32,No,2.36,0,0
STU1330,22,Female,79.66,62.24,69.42,Medium,Secondary,12.63,Yes,0.81,3,0
STU1331,21,Male,79.89,60.66,77.04,Medium,Secondary,13.29,Yes,1.71,3,0
STU1332,17,Male,87.24,42.1,100.0,Medium,Postgraduate,1.07,Yes,2.51,4,0
STU1333,24,Female,69.52,53.65,65.3,Medium,None,9.91,Yes,2.29,5,0
STU1334,21,Male,86.54,60.31,87.62,Low,Graduate,9.02,Yes,2.95,6,0
STU1335,21,Male,96.49,42.71,92.69,Low,Secondary,10.38,No,3.07,0,0
STU1336,23,Male,56.85,44.34,61.98,Medium,Secondary,0.15,No,2.25,5,1
STU1337,20,Female,66.29,65.6,59.77,Medium,Secondary,16.62,Yes,1.48,5,1
STU1338,22,Male,66.92,31.71,70.43,Low,Graduate,10.03,Yes,3.76,5,1
STU1339,20,Female,61.62,49.18,71.05,Medium,Graduate,12.12,No,3.05,4,0
STU1340,19,Male,70.88,100.0,53.42,Low,Secondary,18.83,Yes,3.14,0,0
STU1341,23,Female,93.5,58.78,62.17,Low,Graduate,12.17,Yes,2.91,6,0
STU1342,24,Male,99.71,56.53,5.66,Medium,Graduate,2.3,Yes,3.48,2,1
STU1343,20,Female,79.59,58.7,68.31,Medium,Graduate,9.57,No,2.3,6,0
STU1344,18,Female,73.14,58.99,92.89,Medium,Secondary,13.37,Yes,3.26,8,0
STU1345,19,Male,90.04,75.35,41.67,Medium,Graduate,10.28,Yes,3.13,0,0
STU1346,17,Female,42.54,74.09,65.74,High,Secondary,18.53,No,3.11,6,1
STU1347,24,Female,62.17,57.97,100.0,Medium,Secondary,5.72,Yes,1.64,1,1
STU1348,19,Female,43.18,61.15,74.55,Low,None,16.23,No,2.71,4,1
STU1349,23,Female,62.01,88.63,100.0,Medium,Secondary,14.2,No,2.91,4,0
STU1350,21,Female,66.49,37.81,54.76,Low,Graduate,10.44,Yes,4.0,7,1
STU1351,21,Female,100.0,63.96,83.98,High,Secondary,11.66,Yes,2.68,6,0
STU1352,23,Female,36.58,67.43,51.36,Low,Secondary,5.11,No,3.47,5,1
STU1353,25,Female,71.75,51.02,83.02,Medium,Graduate,8.46,Yes,1.41,0,1
STU1354,21,Male,87.29,62.93,91.84,Low,Graduate,12.89,No,2.03,0,0
STU1355,17,Male,84.16,48.59,87.1,High,Graduate,9.25,No,2.95,7,1
STU1356,17,Female,99.93,76.47,68.1,Low,Secondary,10.3,No,2.94,7,0
STU1357,18,Female,80.42,40.91,80.5,High,Graduate,14.96,No,2.03,2,1
STU1358,22,Male,83.61,84.12,80.69,Low,Secondary,0.46,Yes,3.36,6,0
STU1359,25,Male,50.42,63.68,88.32,Low,Postgraduate,11.85,No,2.47,4,1
STU1360,24,Male,63.18,56.94,72.52,Low,Graduate,18.88,No,2.45,8,1
STU1361,21,Female,51.26,46.92,93.62,High,Graduate,8.12,No,2.54,5,1
STU1362,17,Male,86.59,83.55,100.0,High,None,3.78,No,3.67,7,0
STU1363,23,Female,83.23,53.27,68.64,Low,Secondary,8.05,No,3.47,3,0
STU1364,21,Female,82.7,43.99,75.93,Low,None,2.41,Yes,4.0,5,0
STU1365,22,Male,64.78,83.93,56.9,Medium,Secondary,11.13,No,3.04,3,0
STU1366,23,Female,63.41,48.72,81.81,Low,Secondary,9.63,Yes,4.0,3,1
STU1367,19,Female,81.14,63.3,81.93,Low,Graduate,11.59,No,2.79,0,0
STU1368,19,Female,67.96,79.74,76.16,Low,None,9.34,Yes,2.5,7,0
STU1369,21,Female,62.69,67.84,77.67,Low,Graduate,10.98,Yes,2.25,10,1
STU1370,22,Male,70.37,96.16,100.0,Low,None,12.25,No,2.46,0,0
STU1371,25,Male,68.09,49.97,17.27,Low,Secondary,4.01,Yes,2.5,7,1
STU1372,21,Female,65.0,61.21,65.07,Medium,Graduate,11.73,Yes,2.05,6,1
STU1373,17,Female,59.61,62.6,68.13,High,Graduate,17.24,Yes,2.13,3,1
STU1374,20,Male,84.73,76.18,100.0,Low,Secondary,5.19,Yes,3.09,2,0
STU1375,21,Female,100.0,88.2,84.51,Medium,None,11.54,No,2.21,8,0
STU1376,21,Male,77.41,66.33,84.99,Low,Graduate,16.47,Yes,1.24,8,0
STU1377,23,Female,81.34,62.52,100.0,Medium,Secondary,4.22,Yes,1.2,6,0
STU1378,20,Female,86.05,38.31,71.4,Low,Secondary,13.99,Yes,0.92,3,0
STU1379,17,Male,83.5,67.02,88.05,Medium,Graduate,8.89,Yes,1.47,8,0
STU1380,21,Male,65.3,53.29,64.38,Low,Secondary,15.06,Yes,1.64,2,1
STU1381,23,Male,100.0,76.13,53.93,High,None,5.88,No,1.82,9,0
STU1382,22,Male,66.64,57.63,100.0,Low,Postgraduate,9.95,Yes,2.83,9,1
STU1383,21,Female,87.72,60.67,82.38,Medium,Graduate,2.41,Yes,1.58,8,0
STU1384,20,Male,85.95,38.72,87.89,High,None,12.19,No,1.86,6,1
STU1385,18,Female,48.62,32.39,53.4,Medium,Secondary,12.24,No,1.13,0,1
STU1386,20,Male,72.62,98.5,85.21,Medium,None,12.7,Yes,2.07,4,0
STU1387,19,Male,78.85,67.33,100.0,High,Graduate,12.46,Yes,3.18,10,0
STU1388,17,Female,80.0,72.28,69.45,Low,Graduate,9.54,No,2.58,7,0
STU1389,24,Male,82.52,48.58,49.88,Low,Secondary,2.61,No,2.67,6,0
STU1390,21,Male,89.36,80.76,78.68,High,None,14.96,No,2.6,2,0
STU1391,20,Male,77.89,77.51,54.28,Low,None,9.81,Yes,1.57,8,0
STU1392,24,Male,83.32,50.56,43.84,High,Secondary,11.97,No,2.27,0,0
STU1393,23,Female,77.33,45.93,60.3,Low,Graduate,9.07,No,2.78,4,0
STU1394,18,Female,62.74,51.81,65.15,Medium,None,19.79,No,3.38,10,0
STU1395,17,Male,78.49,64.49,55.26,Medium,Secondary,7.16,Yes,2.89,2,1
STU1396,20,Male,89.24,68.01,100.0,High,Secondary,6.97,Yes,3.3,6,0
STU1397,24,Male,94.63,65.69,100.0,Medium,Secondary,2.19,Yes,1.73,0,0
STU1398,18,Female,86.06,88.38,87.36,Low,Secondary,10.56,Yes,1.4,3,0
STU1399,19,Female,98.02,52.13,82.68,Medium,Graduate,19.29,No,1.2,5,0
STU1400,17,Female,84.28,45.44,72.16,Low,Graduate,10.63,Yes,3.25,6,0
STU1401,17,Female,90.96,65.0,57.07,Medium,Postgraduate,11.14,Yes,1.45,11,0
STU1402,19,Male,92.06,34.52,100.0,High,Postgraduate,14.87,No,3.45,3,0
STU1403,21,Male,74.65,77.52,73.74,Medium,Graduate,10.81,No,2.24,6,1
STU1404,19,Male,88.89,66.76,65.75,Medium,Graduate,16.0,Yes,3.94,6,0
STU1405,17,Female,63.89,58.92,95.3,Low,Postgraduate,16.74,Yes,2.24,3,0
STU1406,17,Male,83.25,57.92,73.53,Medium,None,7.04,Yes,2.28,7,1
STU1407,24,Female,86.66,81.38,94.55,Medium,None,2.85,Yes,2.65,7,0
STU1408,18,Female,93.77,80.81,66.81,Medium,None,13.45,No,2.27,4,0
STU1409,19,Male,90.31,60.57,95.35,Low,Graduate,11.61,Yes,2.93,5,0
STU1410,18,Male,93.96,75.65,94.6,Medium,Graduate,4.77,No,1.76,2,0
STU1411,19,Male,76.51,80.54,100.0,Low,Secondary,6.61,Yes,2.75,2,0
STU1412,23,Female,72.82,71.04,60.81,Medium,Secondary,6.59,No,2.0,4,1
STU1413,17,Female,73.88,61.3,73.34,Low,Secondary,10.74,No,2.44,7,1
STU1414,24,Male,81.99,71.86,100.0,High,None,14.99,No,1.5,3,0
STU1415,18,Male,50.87,46.3,70.07,Low,Secondary,15.27,Yes,3.3,3,1
STU1416,19,Female,97.98,66.28,91.22,Medium,None,13.95,No,2.32,4,0
STU1417,25,Male,78.66,60.8,100.0,Low,None,8.54,No,3.33,7,0
STU1418,23,Female,71.77,57.98,38.02,Medium,Graduate,21.1,No,2.01,0,1
STU1419,20,Female,40.05,33.92,69.41,Low,Graduate,10.17,Yes,2.59,7,1
STU1420,21,Male,77.45,46.5,75.04,Medium,Graduate,8.06,Yes,3.34,6,0
STU1421,18,Male,75.02,56.25,39.02,Low,Graduate,3.17,Yes,1.66,0,0
STU1422,24,Male,64.54,81.11,65.88,Medium,Graduate,8.26,Yes,1.89,4,0
STU1423,20,Male,67.9,70.14,55.57,Low,Graduate,12.19,No,3.25,6,0
STU1424,25,Female,77.6,81.91,92.15,Low,Graduate,2.07,No,3.68,0,0
STU1425,21,Female,69.18,87.37,40.35,Medium,Graduate,5.23,No,2.61,1,0
STU1426,25,Female,86.58,70.93,100.0,Low,Secondary,7.66,Yes,1.82,0,0
STU1427,20,Male,66.77,67.53,88.8,Low,Secondary,6.12,Yes,2.35,3,0
STU1428,21,Female,80.32,47.49,53.92,High,Graduate,5.71,Yes,4.0,8,0
STU1429,25,Male,95.7,100.0,95.53,High,Secondary,15.62,No,1.53,7,0
STU1430,24,Male,77.45,39.48,86.94,Medium,Secondary,1.75,No,3.02,3,1
STU1431,19,Male,83.34,67.14,74.22,Low,Secondary,10.88,Yes,2.7,8,0
STU1432,17,Male,82.39,79.99,60.57,Low,Secondary,12.6,No,1.67,6,0
STU1433,19,Male,78.12,80.24,85.95,Medium,Postgraduate,7.58,No,2.35,8,0
STU1434,20,Male,76.99,44.21,77.46,Low,Secondary,8.87,No,1.16,4,1
STU1435,18,Female,69.43,57.44,61.22,High,Secondary,9.8,Yes,2.83,6,1
STU1436,17,Male,80.27,50.62,48.13,Low,Secondary,13.17,No,2.95,15,1
STU1437,23,Female,73.75,29.35,57.99,High,Graduate,17.65,Yes,1.51,4,1
STU1438,24,Female,100.0,67.35,64.93,Medium,Graduate,3.58,Yes,3.05,4,0
STU1439,23,Male,90.17,52.08,98.25,Medium,Graduate,5.42,No,2.07,4,0
STU1440,21,Male,56.21,92.1,92.22,Low,Graduate,5.67,No,2.0,4,1
STU1441,17,Male,57.04,76.07,66.0,High,Secondary,9.94,Yes,1.82,6,0
STU1442,23,Female,76.04,65.75,66.78,Low,Secondary,8.0,Yes,3.13,5,1
STU1443,23,Male,72.07,56.49,94.83,Medium,Secondary,13.33,No,1.26,0,0
STU1444,25,Female,75.25,67.07,80.35,High,Graduate,6.72,Yes,1.33,5,0
STU1445,19,Male,87.77,60.39,80.07,Low,Graduate,5.56,No,2.13,3,1
STU1446,25,Male,82.74,66.25,60.93,Medium,Secondary,6.18,No,2.15,0,0
STU1447,17,Female,82.58,99.23,72.53,Medium,None,10.58,No,3.1,8,0
STU1448,17,Female,99.69,45.83,75.09,Low,None,14.82,No,2.53,3,0
STU1449,20,Male,57.17,61.96,73.18,Medium,Graduate,9.78,No,2.53,6,1
STU1450,25,Female,79.56,77.71,89.68,Low,None,7.21,No,1.3,0,0
STU1451,22,Female,69.31,57.8,90.31,Medium,None,4.84,No,2.42,6,1
STU1452,19,Female,99.53,93.45,56.62,Medium,Secondary,17.31,Yes,0.67,4,0
STU1453,17,Female,44.86,77.21,65.0,Medium,Graduate,1.2,Yes,2.79,0,0
STU1454,20,Female,45.52,52.06,61.25,Low,Graduate,9.07,No,3.14,3,1
STU1455,25,Male,82.57,68.67,100.0,High,Secondary,13.7,Yes,1.98,2,0
STU1456,19,Male,94.89,52.32,100.0,High,Graduate,9.0,No,2.9,7,0
STU1457,25,Female,89.6,50.66,65.73,Medium,Secondary,7.17,No,2.25,5,0
STU1458,23,Male,65.99,62.48,71.66,Medium,Postgraduate,12.68,No,3.59,0,0
STU1459,20,Male,100.0,87.75,91.85,Medium,Secondary,4.53,Yes,2.78,6,0
STU1460,19,Female,59.53,78.42,60.86,Medium,Graduate,1.3,Yes,1.77,0,1
STU1461,21,Male,97.61,64.59,92.3,Medium,Secondary,11.77,Yes,3.54,1,0
STU1462,21,Female,61.51,79.06,74.58,Low,Secondary,5.02,Yes,3.26,5,0
STU1463,19,Female,72.72,69.84,40.13,Medium,Graduate,10.66,No,2.27,3,1
STU1464,25,Male,87.59,43.94,48.99,Low,Secondary,9.38,No,3.0,8,1
STU1465,20,Female,56.01,62.39,68.24,Low,Secondary,11.31,No,2.98,5,1
STU1466,21,Female,100.0,63.68,99.46,Medium,Secondary,8.86,No,2.26,6,0
STU1467,20,Female,72.63,78.71,57.15,Medium,Secondary,12.76,Yes,2.65,7,0
STU1468,21,Female,80.06,54.8,64.32,Medium,Secondary,6.48,Yes,2.8,3,0
STU1469,23,Female,95.43,48.57,79.22,Medium,Secondary,13.91,Yes,2.06,1,0
STU1470,25,Male,66.1,64.18,41.62,High,Graduate,3.91,No,3.68,4,1
STU1471,23,Male,93.91,53.38,80.97,Medium,Graduate,15.86,No,1.02,7,0
STU1472,21,Female,100.0,59.18,44.13,Medium,Secondary,20.26,No,3.14,4,0
STU1473,23,Female,68.17,63.54,86.34,Low,Graduate,10.54,No,1.63,6,0
STU1474,21,Male,98.54,58.11,58.82,Low,Graduate,17.85,No,2.41,4,0
STU1475,19,Female,51.59,82.34,56.16,Low,None,19.14,Yes,1.32,0,1
STU1476,23,Male,83.84,90.46,80.46,Medium,Secondary,8.4,No,1.54,0,0
STU1477,18,Female,59.57,80.53,90.88,Medium,Graduate,10.24,Yes,2.53,9,0
STU1478,25,Female,92.14,33.12,82.53,Low,Graduate,5.93,No,2.66,1,0
STU1479,17,Female,90.91,53.44,79.15,Medium,None,6.25,Yes,3.45,3,0
STU1480,22,Female,100.0,61.78,79.44,Low,Secondary,11.16,No,2.28,7,0
STU1481,23,Female,99.32,31.77,82.65,Low,Secondary,1.82,Yes,3.09,1,1
STU1482,24,Female,75.51,49.23,83.96,High,Postgraduate,14.17,Yes,2.59,2,0
STU1483,25,Female,61.77,61.55,67.11,Medium,Secondary,10.84,No,3.06,4,1
STU1484,18,Male,86.49,56.92,88.09,Low,Postgraduate,13.41,Yes,1.73,3,0
STU1485,18,Male,77.09,65.16,59.04,Medium,Secondary,9.09,Yes,2.67,2,1
STU1486,21,Male,100.0,40.15,96.83,Medium,Secondary,13.36,No,2.9,4,0
STU1487,21,Female,45.5,56.71,90.65,Medium,Secondary,11.24,No,2.2,7,1
STU1488,22,Female,100.0,67.73,100.0,Low,Graduate,12.54,No,2.9,4,0
STU1489,19,Female,85.98,65.18,85.28,Medium,Secondary,14.51,No,2.98,3,0
STU1490,24,Female,65.8,73.04,93.18,Low,Secondary,3.68,Yes,2.19,7,0
STU1491,17,Female,89.01,71.99,43.79,High,Graduate,6.48,Yes,3.22,10,0
STU1492,22,Female,97.46,57.67,93.83,Medium,Postgraduate,21.57,No,0.76,7,0
STU1493,20,Female,79.72,67.16,98.53,Medium,Secondary,11.04,Yes,1.07,1,0
STU1494,17,Male,51.53,50.6,100.0,Low,None,1.42,No,1.77,1,0
STU1495,23,Female,73.59,60.14,77.41,Low,Graduate,1.44,Yes,2.83,6,1
STU1496,25,Male,93.59,46.0,68.16,Low,Graduate,9.63,No,2.0,5,1
STU1497,20,Male,85.45,84.18,53.21,High,None,7.38,No,1.53,1,0
STU1498,20,Female,75.65,60.08,55.04,Low,Postgraduate,5.97,No,2.53,5,1
STU1499,22,Female,97.62,84.15,74.49,Low,None,18.97,No,2.68,5,0
STU1500,19,Male,89.09,70.61,39.97,High,Graduate,8.15,No,2.09,9,0
STU1501,22,Male,90.25,49.06,59.64,Medium,Secondary,14.1,No,1.65,3,1
STU1502,23,Female,71.84,69.52,76.79,Medium,Graduate,11.25,No,2.61,9,1
STU1503,19,Female,70.39,79.57,76.34,Low,Secondary,8.53,Yes,3.24,9,1
STU1504,23,Male,52.5,63.6,55.61,Medium,Graduate,4.29,No,1.63,2,1
STU1505,19,Female,74.11,66.33,50.32,Medium,Postgraduate,13.85,Yes,3.86,6,0
STU1506,18,Female,92.03,55.07,53.31,Medium,Secondary,0.0,Yes,2.15,4,0
STU1507,20,Female,74.94,65.43,70.58,Low,Secondary,14.35,No,2.09,4,1
STU1508,24,Male,84.68,69.28,100.0,Medium,Secondary,10.76,Yes,2.71,5,0
STU1509,25,Male,94.67,54.58,96.21,Medium,Graduate,13.09,No,2.68,2,0
STU1510,23,Male,83.59,45.57,79.28,Medium,Postgraduate,10.04,No,0.81,0,1
STU1511,17,Female,85.06,88.18,86.08,Medium,Graduate,3.83,No,2.51,3,0
STU1512,19,Female,57.63,75.87,95.32,Low,Secondary,12.01,No,3.06,8,1
STU1513,25,Male,73.16,55.14,88.51,Low,Postgraduate,14.24,No,3.42,4,1
STU1514,17,Male,100.0,68.95,68.84,Medium,Secondary,7.6,Yes,2.51,4,0
STU1515,25,Male,79.56,38.39,58.09,Medium,Secondary,13.29,No,2.32,7,0
STU1516,24,Female,100.0,29.41,72.49,High,Secondary,11.48,Yes,3.18,0,1
STU1517,17,Male,67.15,84.51,95.08,Medium,Secondary,12.25,Yes,4.0,6,0
STU1518,22,Male,81.51,69.13,69.59,Medium,Graduate,5.7,No,2.67,10,0
STU1519,21,Female,72.26,64.14,52.91,High,Graduate,16.41,Yes,2.45,5,0
STU1520,22,Female,86.88,69.19,40.53,Low,None,11.48,Yes,3.61,0,0
STU1521,21,Female,91.43,100.0,72.58,Medium,Secondary,14.16,No,1.7,4,0
STU1522,22,Male,87.04,80.64,54.49,Low,Secondary,8.06,Yes,2.65,6,0
STU1523,21,Female,93.63,46.18,66.27,Low,Graduate,14.91,Yes,4.0,5,0
STU1524,21,Female,77.8,34.75,100.0,Medium,Secondary,7.89,Yes,2.96,5,0
STU1525,20,Male,75.14,83.98,73.92,Medium,None,5.54,No,3.21,6,1
STU1526,19,Female,51.63,80.41,59.99,Medium,Graduate,18.86,No,2.34,2,1
STU1527,19,Male,87.58,75.35,81.18,Medium,Graduate,0.0,No,3.07,2,0
STU1528,20,Male,80.58,50.37,100.0,Medium,Postgraduate,24.95,Yes,3.57,3,0
STU1529,25,Female,76.98,71.54,72.59,Low,Postgraduate,13.51,No,1.39,6,0
STU1530,18,Female,75.14,51.98,27.89,Medium,Graduate,8.43,No,2.52,1,0
STU1531,25,Female,77.45,76.93,88.0,Medium,None,11.63,Yes,2.88,11,0
STU1532,17,Female,74.46,82.69,81.93,High,Graduate,13.51,No,2.55,0,0
STU1533,17,Female,70.08,55.22,76.8,Low,Secondary,8.34,No,2.21,0,1
STU1534,21,Female,81.59,85.37,70.62,Low,Graduate,20.18,No,3.72,6,0
STU1535,22,Male,85.26,67.07,58.85,Medium,Secondary,17.38,No,2.76,6,0
STU1536,22,Male,66.44,73.85,100.0,High,Graduate,23.63,Yes,2.04,4,0
STU1537,19,Female,71.99,41.43,38.23,Medium,Secondary,3.89,No,3.39,7,1
STU1538,23,Male,74.93,69.18,68.82,Medium,None,11.08,No,3.71,6,0
STU1539,25,Female,78.07,52.84,68.35,High,Graduate,3.06,No,3.51,5,0
STU1540,24,Male,76.08,73.54,92.07,High,Secondary,4.54,No,2.27,5,0
STU1541,22,Male,87.9,91.41,99.71,Medium,Postgraduate,8.37,No,2.3,0,0
STU1542,24,Male,53.21,70.21,70.47,Medium,Secondary,8.46,No,1.77,4,0
STU1543,21,Female,55.87,48.78,78.86,Low,Graduate,11.85,No,2.8,4,0
STU1544,24,Male,80.9,76.28,80.56,High,Postgraduate,9.45,No,3.48,10,1
STU1545,20,Female,68.96,72.23,96.07,Medium,Graduate,14.0,Yes,3.05,2,0
STU1546,24,Male,91.26,100.0,95.65,High,Secondary,11.59,No,4.0,4,0
STU1547,18,Male,95.55,69.57,64.23,Low,Secondary,18.24,No,1.05,9,0
STU1548,21,Male,81.51,54.46,83.76,Medium,Secondary,14.14,Yes,2.71,6,0
STU1549,25,Male,61.92,78.87,82.67,Medium,Graduate,4.11,Yes,3.27,5,0
STU1550,20,Male,93.82,62.7,72.68,Medium,Graduate,9.27,Yes,2.11,7,0
STU1551,22,Female,80.98,66.44,82.48,Low,Postgraduate,9.61,Yes,1.69,2,0
STU1552,17,Female,55.7,48.29,75.4,Medium,None,12.2,Yes,1.63,10,1
STU1553,25,Male,57.02,62.8,78.16,Medium,Secondary,15.38,Yes,2.68,6,1
STU1554,17,Male,100.0,65.55,47.88,Medium,None,11.41,No,1.61,0,0
STU1555,21,Male,98.27,62.69,56.64,Low,Graduate,12.89,Yes,3.78,3,0
STU1556,20,Male,40.24,54.36,91.36,Medium,None,4.33,Yes,3.01,0,1
STU1557,19,Female,57.63,70.19,50.79,Low,None,7.7,No,2.44,7,0
STU1558,22,Male,95.11,48.38,84.4,Low,Graduate,0.44,Yes,2.54,6,0
STU1559,18,Female,77.72,44.14,73.37,Medium,Secondary,12.21,No,3.47,3,0
STU1560,19,Male,88.53,77.77,95.61,High,Graduate,14.21,No,3.67,8,0
STU1561,21,Female,77.07,76.12,87.98,Medium,Secondary,3.41,Yes,1.85,4,0
STU1562,25,Male,87.82,41.46,65.93,Medium,Secondary,10.79,Yes,2.01,12,0
STU1563,18,Male,78.09,32.07,70.54,Low,Secondary,9.49,Yes,2.31,1,0
STU1564,24,Female,71.44,46.84,35.29,Medium,Graduate,18.44,Yes,2.1,6,1
STU1565,18,Male,93.88,62.69,72.39,Low,Secondary,5.53,Yes,1.16,3,0
STU1566,21,Male,81.03,85.78,49.6,High,Secondary,14.59,Yes,1.95,2,0
STU1567,23,Male,87.79,62.25,70.63,High,Secondary,15.72,Yes,2.04,4,1
STU1568,24,Female,80.36,51.15,62.24,Medium,Secondary,9.03,No,1.64,6,1
STU1569,17,Male,70.7,67.67,57.47,Medium,Graduate,11.46,Yes,2.95,5,1
STU1570,22,Male,100.0,62.95,98.75,Medium,None,15.39,No,2.5,7,0
STU1571,17,Female,83.32,40.14,49.48,Medium,Postgraduate,4.5,Yes,3.09,6,1
STU1572,18,Female,72.67,40.25,55.74,Low,Secondary,7.86,No,1.81,9,1
STU1573,17,Female,97.17,40.73,61.04,Low,Graduate,10.93,Yes,3.11,1,1
STU1574,21,Male,58.19,100.0,65.38,Medium,Graduate,20.32,No,2.72,0,0
STU1575,25,Male,100.0,80.48,57.46,High,Graduate,8.0,Yes,2.16,4,0
STU1576,22,Male,75.31,54.31,67.82,Low,Graduate,8.66,No,3.88,2,0
STU1577,17,Female,58.98,84.95,81.04,Low,Secondary,17.74,Yes,2.69,7,1
STU1578,17,Male,100.0,54.77,88.4,Medium,Graduate,13.31,No,2.18,1,0
STU1579,18,Male,71.05,84.35,87.43,High,Secondary,20.91,Yes,2.82,3,0
STU1580,25,Female,81.65,66.45,36.84,Low,Secondary,15.47,No,1.84,4,0
STU1581,19,Female,88.77,53.14,82.6,Low,Graduate,9.27,Yes,2.46,10,0
STU1582,17,Female,95.76,77.24,83.84,Medium,Secondary,8.56,No,4.0,11,0
STU1583,21,Female,82.5,67.48,61.75,Medium,Graduate,5.88,Yes,1.18,1,0
STU1584,23,Female,68.29,72.17,100.0,Low,Secondary,3.47,Yes,2.18,0,0
STU1585,22,Male,81.28,68.88,96.75,Low,Secondary,11.7,No,2.48,3,0
STU1586,17,Female,71.71,68.69,71.34,Medium,Postgraduate,13.13,No,2.31,4,0
STU1587,21,Male,81.74,79.41,63.08,Medium,Graduate,13.74,No,2.2,4,0
STU1588,21,Male,100.0,100.0,100.0,High,Graduate,9.38,No,3.95,4,0
STU1589,22,Female,89.34,87.48,74.62,Medium,Graduate,19.65,No,2.16,7,0
STU1590,19,Female,81.1,68.95,76.7,Low,Postgraduate,3.21,No,2.92,3,1
STU1591,21,Female,89.08,59.41,76.45,Medium,Secondary,2.64,Yes,2.11,5,0
STU1592,23,Male,90.15,61.39,100.0,Medium,Graduate,5.9,Yes,2.92,6,0
STU1593,21,Female,61.83,42.39,70.67,Low,Secondary,10.03,No,3.35,5,1
STU1594,21,Female,78.63,76.96,74.53,High,None,4.51,No,2.54,7,0
STU1595,21,Female,100.0,46.73,58.38,High,None,16.73,No,2.14,0,0
STU1596,19,Female,96.19,58.3,67.21,Low,Secondary,6.31,No,2.5,5,0
STU1597,17,Female,70.45,77.07,54.37,Low,Graduate,5.41,Yes,3.03,5,0
STU1598,21,Male,68.95,60.73,58.79,Low,Graduate,15.28,Yes,3.29,4,1
STU1599,25,Male,68.45,56.14,38.8,Low,Graduate,11.04,No,2.81,3,0
STU1600,17,Male,90.99,43.45,92.63,Medium,Graduate,13.92,Yes,2.54,6,0
STU1601,19,Female,100.0,86.7,78.13,Medium,None,9.76,Yes,3.62,5,0
STU1602,20,Female,86.73,50.0,79.78,High,Secondary,11.36,No,2.1,4,0
STU1603,17,Female,80.36,54.45,73.95,Low,Secondary,2.83,No,2.27,4,1
STU1604,17,Male,71.34,32.75,76.44,Medium,Graduate,9.26,Yes,4.0,4,1
STU1605,24,Female,82.94,64.64,100.0,High,None,4.76,No,2.52,2,0
STU1606,18,Female,65.7,59.0,59.62,Medium,Secondary,19.77,Yes,3.13,3,1
STU1607,24,Female,48.96,68.27,80.57,Low,Postgraduate,16.46,Yes,1.89,2,0
STU1608,23,Male,100.0,43.86,80.46,Low,Graduate,6.73,No,3.4,3,0
STU1609,18,Female,62.91,78.22,97.84,Low,Graduate,8.96,No,1.68,6,0
STU1610,22,Male,73.13,31.89,83.77,High,Graduate,9.2,Yes,1.62,7,1
STU1611,22,Female,87.85,63.34,84.78,High,Secondary,20.77,No,3.31,4,1
STU1612,19,Male,99.52,67.08,49.83,High,None,11.98,Yes,2.31,4,0
STU1613,18,Male,81.86,66.04,58.82,High,Graduate,7.86,No,2.41,5,1
STU1614,17,Male,60.09,67.84,51.66,Medium,Graduate,10.73,Yes,2.94,7,1
STU1615,22,Female,73.48,79.2,25.48,High,Graduate,2.32,No,2.37,4,1
STU1616,21,Female,67.82,88.84,82.94,High,Secondary,9.63,No,1.76,6,0
